perm_coef,outcome
0.019953064343399857,mid_x
0.0013025346793216486,mid_x
0.05417054091247252,mid_x
0.036926138871899744,mid_x
-0.015512586018889508,mid_x
0.10672346822859961,mid_x
-0.05820566200097641,mid_x
0.018670872972813828,mid_x
-0.03855724691516745,mid_x
0.08120999592320778,mid_x
-0.021086848071228247,mid_x
0.025409879361208546,mid_x
-0.06524760543150471,mid_x
0.012911120912871332,mid_x
0.025082658569289516,mid_x
-0.014344597073640539,mid_x
-0.055925585208659256,mid_x
-0.05659300522927831,mid_x
-0.0940455291693348,mid_x
-0.10935895091198744,mid_x
-0.07961254581388243,mid_x
0.03928964512137793,mid_x
0.05091361783901357,mid_x
-0.03737711609502458,mid_x
0.015630212875135066,mid_x
0.06471319875121821,mid_x
-0.03779990821899684,mid_x
-0.017814538513682684,mid_x
0.02410581228814687,mid_x
0.0013981060113743282,mid_x
-0.001098233756720985,mid_x
-0.051364595062139425,mid_x
-0.06331662513358328,mid_x
-0.045834084414754485,mid_x
-0.113700433473533,mid_x
-0.06169423453430158,mid_x
-0.02377516706531793,mid_x
-0.10467486107443379,mid_x
0.06893074505984476,mid_x
0.1002096220816815,mid_x
-0.033551588942197896,mid_x
0.0485160940121678,mid_x
0.06263640649789937,mid_x
0.00032003574167709884,mid_x
0.018667628363620646,mid_x
-0.06493252651447795,mid_x
-0.05800154090008868,mid_x
0.013133873107039437,mid_x
-0.06383823319880458,mid_x
-0.0018523278436940105,mid_x
-0.030310052352824624,mid_x
-0.021837697549007995,mid_x
-0.09012443068445317,mid_x
0.06493270633619067,mid_x
-0.024757666002963884,mid_x
0.018865260246116337,mid_x
0.01378266203437634,mid_x
-0.009243367768619035,mid_x
0.08598400443631135,mid_x
-0.0018490832345000041,mid_x
-0.0963069748683669,mid_x
0.06122138160869892,mid_x
0.020095631689600872,mid_x
-0.08156215720508331,mid_x
-0.04952028883057507,mid_x
-0.043980044355607054,mid_x
0.00391956609114201,mid_x
-0.0038084284532872853,mid_x
0.01879156461654085,mid_x
-0.031052004564906692,mid_x
0.05612339691286994,mid_x
-0.0656987624763428,mid_x
-0.029865384526375056,mid_x
-0.051034129661025,mid_x
-0.005664876559743438,mid_x
0.022566851146024466,mid_x
-0.13756963947716505,mid_x
0.003907424216248526,mid_x
-0.09240775208596233,mid_x
0.01878183078895551,mid_x
-0.02858319315579228,mid_x
0.031917236289734884,mid_x
-0.02138329589497425,mid_x
-0.02769951015939508,mid_x
-0.051361350452945514,mid_x
0.035065609594359726,mid_x
-0.05341951161298135,mid_x
-0.022270223500564727,mid_x
0.04862705182830784,mid_x
-0.019436929112966253,mid_x
-0.1140122677813661,mid_x
0.01574441530046902,mid_x
-0.036706451465213535,mid_x
-0.0656833759922563,mid_x
-0.0011970496979676571,mid_x
-0.06440118462167269,mid_x
0.02769320076271822,mid_x
-0.022823441095847455,mid_x
-0.028023486342118098,mid_x
-0.03149667239135684,mid_x
-0.026806093335412957,mid_x
